id,firstname,lastname,college,affiliation,team_id,season,birth_date,birth_country,nba_start,nba_pro,height_feets,height_inches,height_meters,weight_pounds,weight_kilograms,jersey,active,pos
2635,Payton,Pritchard,Oregon,Oregon/USA,2,2023,1998-01-28,USA,2020,1,6,1,1.85,195,88.5,11.0,True,G
2647,Lamar,Stevens,Penn State,Penn State/USA,2,2023,1997-07-09,USA,2020,1,6,6,1.98,230,104.3,8.0,True,F
2921,DJ,Steward,Duke,Duke/USA,2,2023,2001-10-02,USA,0,0,6,2,1.88,163,73.9,,True,G
2812,Sam,Hauser,Virginia,Virginia/USA,2,2023,1997-12-08,USA,2021,0,6,7,2.01,217,98.4,30.0,True,F
2788,Dalano,Banton,Nebraska,Nebraska/Canada,2,2023,1999-11-07,Canada,2021,0,6,7,2.01,204,92.5,45.0,True,F
3429,JD,Davison,,,2,2023,,,0,0,,,,,,20.0,True,G
3943,Jordan,Walsh,Arkansas,,2,2023,,,0,0,6,,,205,,27.0,True,G
3995,Drew,Peterson,USC,,2,2023,,,0,0,6,,,205,,17.0,True,F
248,Al,Horford,Florida,Florida/Dominican Republic,2,2023,1986-06-03,Dominican Republic,2007,14,6,9,2.06,240,108.9,42.0,True,C-F
242,Jrue,Holiday,UCLA,UCLA/USA,2,2023,1990-06-12,USA,2009,12,6,3,1.9,205,93.0,21.0,True,G
432,Kristaps,Porzingis,Cajasol Sevilla,Cajasol Sevilla/Latvia,2,2023,1995-08-02,Latvia,2015,5,7,3,2.21,240,108.9,6.0,True,F-C
851,Royce,O'Neale,Baylor,Baylor/USA,4,2023,1993-06-05,USA,2017,4,6,5,1.96,226,102.5,,True,F
481,Ben,Simmons,Louisiana State,Louisiana State/Australia,4,2023,1996-07-20,Australia,2017,4,6,11,2.11,240,108.9,10.0,True,G-F
175,Dorian,Finney-Smith,Florida,Florida/USA,4,2023,1993-05-04,USA,2016,5,6,7,2.01,220,99.8,10.0,True,F
876,Dennis,Smith Jr.,North Carolina State,North Carolina State/USA,4,2023,1997-11-25,USA,2017,0,,,,,,8.0,True,G
940,Mikal,Bridges,Villanova,Villanova/USA,4,2023,1996-08-30,USA,2018,3,6,6,1.98,209,94.8,25.0,True,F
1038,Lonnie,Walker IV,Miami,Miami/USA,4,2023,1998-12-14,USA,2018,3,6,4,1.93,204,92.5,4.0,True,G-F
1847,Darius,Bazley,Princeton HS (OH),Princeton HS (OH)/USA,4,2023,2000-06-12,USA,2019,2,6,8,2.03,208,94.3,55.0,True,F
1854,Nic,Claxton,Georgia,Georgia/USA,4,2023,1999-04-17,USA,2019,2,6,11,2.11,215,97.5,33.0,True,C
1871,Cameron,Johnson,North Carolina,North Carolina/USA,4,2023,1996-03-03,USA,2019,2,6,8,2.03,210,95.3,23.0,True,F
2325,Armoni,Brooks,Houston,Houston/USA,4,2023,1998-06-05,USA,2020,1,6,3,1.9,195,88.5,1.0,True,G
2848,Day'Ron,Sharpe,North Carolina,North Carolina/USA,4,2023,2001-11-06,USA,2021,0,6,9,2.06,265,120.2,20.0,True,C
2820,Keon,Johnson,Tennessee,Tennessee/USA,4,2023,2002-03-10,USA,2021,0,6,4,1.93,185,83.9,6.0,True,G
2855,Cam,Thomas,Louisiana State,Louisiana State/Japan,4,2023,2001-10-13,Japan,2021,0,6,3,1.9,210,95.3,24.0,True,G
2861,Trendon,Watford,Louisiana State,Louisiana State/USA,4,2023,2000-11-09,USA,2021,0,6,8,2.03,237,107.5,2.0,True,F
3944,Noah,Clowney,Alabama,,4,2023,,,0,0,6,,,210,,21.0,True,F
3945,Dariq,Whitehead,Duke,,4,2023,,,0,0,6,,,220,,,True,F
3946,Jalen,Wilson,Kansas,,4,2023,,,0,0,6,,,225,,22.0,True,F
4041,Harry III,Giles,Duke,,4,2023,,,0,0,6,,,240,,14.0,True,F
142,Spencer,Dinwiddie,Colorado,Colorado/USA,4,2023,1993-04-06,USA,2014,7,6,6,1.98,215,97.5,26.0,True,G
254,RJ,Hunter,Georgia State,Georgia State/USA,5,2023,1993-10-24,USA,2015,4,6,5,1.96,185,83.9,28.0,True,G
458,Terry,Rozier,Louisville,Louisville/USA,5,2023,1994-03-17,USA,2015,6,6,1,1.85,190,86.2,3.0,True,G
850,Frank,Ntilikina,Strasbourg IG,Strasbourg IG/France,5,2023,1998-07-28,France,2017,4,6,4,1.93,200,90.7,21.0,True,G
880,Edmond,Sumner,,,5,2023,,,0,0,,,,,,4.0,True,G
941,Miles,Bridges,Michigan State,Michigan State/USA,5,2023,1998-03-21,USA,2018,3,6,7,2.01,225,102.1,,True,F
1879,Cody,Martin,Nevada,Nevada/USA,5,2023,1995-09-28,USA,2019,2,6,6,1.98,205,93.0,11.0,True,F
1897,P.J.,Washington,Kentucky,Kentucky/USA,5,2023,1998-08-23,USA,2019,2,6,7,2.01,230,104.3,25.0,True,F
2566,LaMelo,Ball,Illawarra,Illawarra/USA,5,2023,2001-08-22,USA,2020,1,6,7,2.01,180,81.6,1.0,True,G
2614,Theo,Maledon,                                   ,Asvel/France,5,2023,2001-06-12,France,2020,1,6,4,1.93,175,79.4,5.0,False,
2639,Nick,Richards,Kentucky,Kentucky/Jamaica,5,2023,1997-11-29,Jamaica,2020,1,7,0,2.13,245,111.1,4.0,True,C
2793,James,Bouknight,Connecticut,Connecticut/USA,5,2023,2000-09-18,USA,2021,0,6,4,1.93,190,86.2,2.0,True,G
2856,JT,Thor,Auburn,Auburn/USA,5,2023,2002-08-26,USA,2021,0,6,9,2.06,203,92.1,21.0,True,F
3506,Mark,Williams,,,5,2023,,,0,0,,,,,,5.0,True,C
3469,Bryce,McGowens,,,5,2023,,,0,0,,,,,,7.0,True,G
3947,Amari,Bailey,UCLA,,5,2023,,,0,0,6,,,185,,,True,G
3948,Leaky,Black,North Carolina,,5,2023,,,0,0,6,,,205,,,True,F
3949,Nathan,Mensah,San Diego State,,5,2023,,,0,0,6,,,230,,31.0,True,C
3950,Brandon,Miller,Alabama,,5,2023,,,0,0,6,,,200,,,True,F
4042,Nick Jr.,Smith,Arkansas,,5,2023,,,0,0,6,,,170,,,True,G
227,Gordon,Hayward,Butler,Butler/USA,5,2023,1990-03-23,USA,2010,11,6,7,2.01,225,102.1,20.0,True,F
488,Ish,Smith,Wake Forest,Wake Forest/USA,5,2023,1988-07-05,USA,2010,11,6,0,1.83,175,79.4,14.0,True,G
631,Alex,Caruso,Texas A&M,Texas A&M/USA,6,2023,1994-02-28,USA,2017,4,6,5,1.96,186,84.4,6.0,True,G
765,Torrey,Craig,South Carolina Upstate,South Carolina Upstate/USA,6,2023,1990-12-19,USA,2017,4,6,7,2.01,221,100.2,,True,F
949,Jevon,Carter,West Virginia,West Virginia/USA,6,2023,1995-09-14,USA,2018,3,6,1,1.85,200,90.7,5.0,True,G
1900,Coby,White,North Carolina,North Carolina/USA,6,2023,2000-02-16,USA,2019,2,6,4,1.93,195,88.5,,True,G
2664,Patrick,Williams,Florida State,Florida State/USA,6,2023,2001-08-26,USA,2020,1,6,7,2.01,215,97.5,44.0,True,F
2802,Ayo,Dosunmu,Illinois,Illinois/USA,6,2023,2000-01-17,USA,2021,0,6,4,1.93,200,90.7,12.0,True,G
3081,Carlik,Jones,Louisville,Louisville/USA,6,2023,1997-12-23,USA,2021,0,6,1,1.85,185,83.9,22.0,True,G
2853,Terry,Taylor,Austin Peay,Austin Peay/USA,6,2023,1999-09-23,USA,2021,0,6,5,1.96,230,104.3,21.0,True,F
3461,Justin,Lewis,,,6,2023,,,0,0,,,,,,34.0,True,F
3494,Dalen,Terry,,,6,2023,,,0,0,,,,,,25.0,True,F
3452,Quenton,Jackson,,,6,2023,,,0,0,,,,,,29.0,True,G
3951,Onuralp,Bitim,,,6,2023,,,0,0,6,,,215,,,True,SF
3952,Henri,Drell,,,6,2023,,,0,0,6,,,215,,,True,F
3953,Max,Heidegger,UC Santa Barbara,,6,2023,,,0,0,6,,,180,,,True,G
3954,Julian,Phillips,Tennessee,,6,2023,,,0,0,6,,,197,,,True,F
3955,Adama,Sanogo,UConn,,6,2023,,,0,0,6,,,258,,,True,C
136,DeMar,DeRozan,Southern California,Southern California/USA,6,2023,1989-08-07,USA,2009,12,6,6,1.98,220,99.8,11.0,True,G-F
534,Nikola,Vucevic,Southern California,Southern California/Montenegro,6,2023,1990-10-24,Montenegro,2011,10,6,10,2.08,260,117.9,9.0,True,C
147,Andre,Drummond,Connecticut,Connecticut/USA,6,2023,1993-08-10,USA,2012,9,6,10,2.08,279,126.6,3.0,True,C
308,Zach,LaVine,UCLA,UCLA/USA,6,2023,1995-03-10,USA,2014,7,6,5,1.96,200,90.7,8.0,True,G-F
281,Damian,Jones,Vanderbilt,Vanderbilt/USA,7,2023,1995-06-30,USA,2016,5,6,11,2.11,245,111.1,30.0,True,C
317,Caris,LeVert,Michigan,Michigan/USA,7,2023,1994-08-25,USA,2016,5,6,6,1.98,205,93.0,3.0,True,G
391,Georges,Niang,Iowa State,Iowa State/USA,7,2023,1993-06-17,USA,2016,5,6,7,2.01,230,104.3,20.0,True,F
840,Donovan,Mitchell,Louisville,Louisville/USA,7,2023,1996-09-07,USA,2017,4,6,1,1.85,215,97.5,45.0,True,G
727,Jarrett,Allen,Texas,Texas/USA,7,2023,1998-04-21,USA,2017,4,6,10,2.08,243,110.2,31.0,True,C
1025,Zhaire,Smith,Texas Tech,Texas Tech/USA,7,2023,1999-06-04,USA,2018,2,6,3,1.9,205,93.0,5.0,True,G
2051,Max,Strus,DePaul,DePaul/USA,7,2023,1996-03-28,USA,2019,2,6,5,1.96,220,99.8,31.0,True,G-F
1860,Darius,Garland,Vanderbilt,Vanderbilt/USA,7,2023,2000-01-26,USA,2019,2,6,1,1.85,192,87.1,10.0,True,G
1870,Ty,Jerome,Virginia,Virginia/USA,7,2023,1997-07-08,USA,2019,2,6,5,1.96,195,88.5,16.0,True,G-F
2392,Dean,Wade,Kansas State,Kansas State/USA,7,2023,1996-11-20,USA,2019,2,6,9,2.06,228,103.4,32.0,True,F-C
2630,Isaac,Okoro,Auburn,Auburn/USA,7,2023,2001-01-26,USA,2020,1,6,5,1.96,225,102.1,35.0,True,F-G
2623,Sam,Merrill,Utah State,Utah State/USA,7,2023,1996-05-15,USA,2020,0,,,,,,20.0,True,G
2800,Sharife,Cooper,Auburn,Auburn/USA,7,2023,2001-06-11,USA,2021,0,6,1,1.85,176,79.8,2.0,True,G
2835,Evan,Mobley,Southern California,Southern California/USA,7,2023,2001-06-18,USA,2021,0,6,11,2.11,215,97.5,4.0,True,C
3472,Isaiah,Mobley,,,7,2023,,,0,0,,,,,,15.0,True,F
3956,Emoni,Bates,Eastern Michigan,,7,2023,,,0,0,6,,,170,,21.0,True,F
3957,Pete,Nance,North Carolina,,7,2023,,,0,0,6,,,230,,48.0,True,F
3958,Justin,Powell,Washington State,,7,2023,,,0,0,6,,,197,,,True,G
4043,Craig Jr.,Porter,Wichita State,,7,2023,,,0,0,6,,,186,,40.0,True,G
515,Tristan,Thompson,Texas-Austin,Texas-Austin/Canada,7,2023,1991-03-13,Canada,2011,10,6,9,2.06,254,115.2,3.0,True,C-F
246,Richaun,Holmes,Bowling Green,Bowling Green/USA,8,2023,1993-10-15,USA,2015,6,6,10,2.08,235,106.6,22.0,True,F
283,Derrick,Jones Jr.,UNLV,UNLV/USA,8,2023,1997-02-15,USA,2016,5,6,6,1.98,210,95.3,5.0,True,F
817,Maxi,Kleber,Bayern Munich,Bayern Munich/Germany,8,2023,1992-01-29,Germany,2017,4,6,10,2.08,240,108.9,42.0,True,F
963,Luka,Doncic,Real Madrid,Real Madrid/Slovenia,8,2023,1999-02-28,Slovenia,2018,3,6,7,2.01,230,104.3,77.0,True,F-G
1901,Grant,Williams,Tennessee,Tennessee/USA,8,2023,1998-11-30,USA,2019,2,6,6,1.98,236,107.0,12.0,True,F
2593,Josh,Green,Arizona,Arizona/Australia,8,2023,2000-11-16,Australia,2020,1,6,5,1.96,200,90.7,8.0,True,G
3398,Brandon,Williams,Arizona,Arizona/USA,8,2023,1999-11-22,USA,2021,0,6,2,1.88,190,86.2,8.0,True,G
2795,Greg,Brown III,Texas,Texas/USA,8,2023,2001-09-01,USA,2021,0,6,7,2.01,206,93.4,4.0,True,F
2862,Joe,Wieskamp,Iowa,Iowa/USA,8,2023,1999-08-23,USA,2021,0,6,6,1.98,205,93.0,15.0,True,G-F
2890,A.J.,Lawson,South Carolina,South Carolina/Canada,8,2023,2000-07-15,Canada,0,0,6,6,1.98,180,81.6,5.0,True,G
3407,Jaden,Hardy,,,8,2023,,,0,0,,,,,,3.0,True,G
3959,Dexter,Dennis,Texas A&M,,8,2023,,,0,0,6,,,210,,38.0,True,G
3960,OlivierMaxence,Prosper,Marquette,,8,2023,,,0,0,6,,,215,,18.0,True,F
3961,Jordan,Walker,UAB,,8,2023,,,0,0,5,,,170,,16.0,True,SG
4044,Dereck II,Lively,Duke,,8,2023,,,0,0,7,,,234,,2.0,True,C
4045,Mike Jr.,Miles,TCU,,8,2023,,,0,0,6,,,205,,14.0,True,G
261,Kyrie,Irving,Duke,Duke/Australia,8,2023,1992-03-23,Australia,2011,10,6,2,1.88,195,88.5,11.0,True,G
374,Markieff,Morris,Kansas,Kansas/USA,8,2023,1989-09-02,USA,2011,10,6,9,2.06,245,111.1,13.0,True,F
215,Tim,Hardaway Jr.,Michigan,Michigan/USA,8,2023,1992-03-16,USA,2013,8,6,5,1.96,205,93.0,11.0,True,G-F
123,Seth,Curry,Duke,Duke/USA,8,2023,1990-08-23,USA,2013,7,6,2,1.88,185,83.9,30.0,True,G
433,Dwight,Powell,Stanford,Stanford/Canada,8,2023,1991-07-20,Canada,2014,7,6,10,2.08,240,108.9,7.0,True,F-C
164,Dante,Exum,,,8,2023,,,0,0,,,,,,5.0,False,
383,Jamal,Murray,Kentucky,Kentucky/Canada,9,2023,1997-02-23,Canada,2016,5,6,3,1.9,215,97.5,27.0,True,G
1055,Amida,Brimah,Connecticut,Connecticut/USA,9,2023,1994-02-11,USA,2020,1,6,10,2.08,230,104.3,37.0,True,C
1014,Michael,Porter Jr.,Missouri,Missouri/USA,9,2023,1998-06-29,USA,2019,2,6,10,2.08,218,98.9,1.0,True,F
2627,Zeke,Nnaji,Arizona,Arizona/USA,9,2023,2001-01-09,USA,2020,1,6,9,2.06,240,108.9,22.0,True,F-C
3091,Braxton,Key,Virginia,Virginia/USA,9,2023,1997-02-14,USA,2021,0,6,8,2.03,225,102.1,8.0,True,F
2814,Jay,Huff,Virginia,Virginia/USA,9,2023,1997-08-25,USA,2021,0,,,,,,30.0,True,F
2840,Jamorko,Pickett,Georgetown,Georgetown/USA,9,2023,1997-12-24,USA,2021,0,6,9,2.06,206,93.4,24.0,True,F
3420,Christian,Braun,,,9,2023,,,0,0,,,,,,,True,G
3498,Peyton,Watson,,,9,2023,,,0,0,,,,,,8.0,True,G
3441,Collin,Gillespie,,,9,2023,,,0,0,,,,,,21.0,True,G
3963,Armaan,Franklin,Virginia,,9,2023,,,0,0,6,,,195,,,True,G
3964,Andrew,Funk,Penn State,,9,2023,,,0,0,6,,,188,,,True,G
3965,Jalen,Pickett,Siena,,9,2023,,,0,0,6,,,202,,,True,G
3966,Julian,Strawther,Gonzaga,,9,2023,,,0,0,6,,,205,,,True,G
3967,Hunter,Tyson,Clemson,,9,2023,,,0,0,6,,,215,,,True,F
4070,A.,Toney,,,9,2023,,,0,0,,,,,,,True,G
286,DeAndre,Jordan,Texas A&M,Texas A&M/USA,9,2023,1988-07-21,USA,2008,13,6,11,2.11,265,120.2,6.0,True,C
264,Reggie,Jackson,Boston College,Boston College/USA,9,2023,1990-04-16,USA,2011,10,6,2,1.88,208,94.3,1.0,True,G
243,Justin,Holiday,Washington,Washington/USA,9,2023,1989-04-05,USA,2012,8,6,6,1.98,180,81.6,9.0,True,F-G
89,Kentavious,Caldwell-Pope,Georgia,Georgia/USA,9,2023,1993-02-18,USA,2013,8,6,5,1.96,204,92.5,5.0,True,G
195,Aaron,Gordon,Arizona,Arizona/USA,9,2023,1995-09-16,USA,2014,7,6,8,2.03,235,106.6,50.0,True,F
279,Nikola,Jokic,Mega Basket,Mega Basket/Serbia,9,2023,1995-02-19,Serbia,2015,6,6,11,2.11,284,128.8,15.0,True,C
931,Marvin,Bagley III,Duke,Duke/USA,10,2023,1999-03-14,USA,2018,3,6,11,2.11,235,106.6,35.0,True,F
987,Kevin,Knox II,Kentucky,Kentucky/USA,10,2023,1999-08-11,USA,2018,3,6,7,2.01,215,97.5,5.0,True,F
2557,Jontay,Porter,Missouri,Missouri/USA,10,2023,1999-11-15,USA,2020,0,6,11,2.11,240,108.9,4.0,True,C-F
2666,James,Wiseman,Memphis,Memphis/USA,10,2023,2001-03-31,USA,2020,1,7,0,2.13,240,108.9,33.0,True,C
2599,Killian,Hayes,Ratiopharm Ulm,Ratiopharm Ulm/France,10,2023,2001-07-27,France,2020,1,6,5,1.96,195,88.5,7.0,True,G
2648,Isaiah,Stewart,Washington,Washington/USA,10,2023,2001-05-22,USA,2020,1,6,8,2.03,250,113.4,28.0,True,F-C
2678,Zavier,Simpson,Michigan,Michigan/USA,10,2023,1997-02-11,USA,2021,0,,,,,,9.0,True,G
2829,Isaiah,Livers,Michigan,Michigan/USA,10,2023,1998-07-28,USA,2021,0,6,6,1.98,232,105.2,12.0,True,F
2801,Cade,Cunningham,Oklahoma State,Oklahoma State/USA,10,2023,2001-09-25,USA,2021,0,6,6,1.98,220,99.8,2.0,True,G
3790,Stanley,Umude,,,10,2023,,,0,0,,,,,,14.0,True,G
3451,Jaden,Ivey,,,10,2023,,,0,0,,,,,,23.0,True,G
3433,Jalen,Duren,,,10,2023,,,0,0,,,,,,,True,C
3481,Jared,Rhoden,,,10,2023,,,0,0,,,,,,42.0,True,G
3417,Buddy,Boeheim,,,10,2023,,,0,0,,,,,,27.0,True,F
3968,Malcolm,Cazalon,,,10,2023,,,0,0,6,,,185,,20.0,True,G
3969,Tosan,Evbuomwan,Princeton,,10,2023,,,0,0,6,,,217,,,True,F
3970,Marcus,Sasser,Houston,,10,2023,,,0,0,6,,,195,,,True,G
3971,Ausar,Thompson,,,10,2023,,,0,0,6,,,190,,,True,F
84,Alec,Burks,Colorado,Colorado/USA,10,2023,1991-07-20,USA,2011,10,6,6,1.98,214,97.1,5.0,True,G
60,Bojan,Bogdanovic,Fenerbahce,Fenerbahce/Croatia,10,2023,1989-04-18,Croatia,2014,7,6,7,2.01,226,102.5,44.0,True,F
221,Joe,Harris,Virginia,Virginia/USA,10,2023,1991-09-06,USA,2014,7,6,6,1.98,220,99.8,12.0,True,G-F
415,Chris,Paul,Wake Forest,Wake Forest/USA,11,2023,1985-05-06,USA,2005,16,6,0,1.83,175,79.4,3.0,True,G
322,Kevon,Looney,UCLA,UCLA/USA,11,2023,1996-02-06,USA,2015,6,6,9,2.06,222,100.7,5.0,True,F
593,Gary,Payton II,Oregon State,Oregon State/USA,11,2023,1992-12-01,USA,2016,5,6,3,1.9,195,88.5,,True,G
1019,Jerome,Robinson,,,11,2023,,,0,0,,,,,,8.0,True,G
2827,Jonathan,Kuminga,NBA G League Ignite,NBA G League Ignite/DRC,11,2023,2002-10-06,DRC,2021,0,6,7,2.01,225,102.1,,True,F
2836,Moses,Moody,Arkansas,Arkansas/USA,11,2023,2002-05-31,USA,2021,0,6,5,1.96,211,95.7,4.0,True,G
2806,Usman,Garuba,Real Madrid,Real Madrid/Spain,11,2023,2002-03-09,Spain,2021,0,6,8,2.03,229,103.9,16.0,True,F
3485,Gui,Santos,,,11,2023,,,0,0,,,,,,15.0,True,G
3480,Lester,Quinones,,,11,2023,,,0,0,,,,,,25.0,True,G
3972,Kendric,Davis,Memphis,,11,2023,,,0,0,5,,,184,,21.0,True,G
3973,Trayce,JacksonDavis,Indiana,,11,2023,,,0,0,6,,,245,,32.0,True,F
3974,Javan,Johnson,DePaul,,11,2023,,,0,0,6,,,192,,31.0,True,F
3975,Brandin,Podziemski,Santa Clara,,11,2023,,,0,0,6,,,203,,2.0,True,G
186,Rudy,Gay,Connecticut,Connecticut/USA,11,2023,1986-08-17,USA,2006,15,6,8,2.03,250,113.4,22.0,True,F-G
124,Stephen,Curry,Davidson,Davidson/USA,11,2023,1988-03-14,USA,2009,12,6,2,1.88,185,83.9,30.0,True,G
514,Klay,Thompson,Washington State,Washington State/USA,11,2023,1990-02-08,USA,2011,8,6,6,1.98,220,99.8,11.0,True,G
287,Cory,Joseph,Texas,Texas/Canada,11,2023,1991-08-20,Canada,2011,10,6,3,1.9,200,90.7,18.0,True,G
204,Draymond,Green,Michigan State,Michigan State/USA,11,2023,1990-03-04,USA,2012,9,6,6,1.98,230,104.3,23.0,True,F
354,Rodney,McGruder,Kansas State,Kansas State/USA,11,2023,1991-07-29,USA,2016,5,6,4,1.93,205,93.0,17.0,True,G
548,Andrew,Wiggins,Kansas,Kansas/Canada,11,2023,1995-02-23,Canada,2014,7,6,7,2.01,197,89.4,22.0,True,F
468,Dario,Saric,Anadolu Efes,Anadolu Efes/Croatia,11,2023,1994-04-08,Croatia,2016,5,6,10,2.08,225,102.1,20.0,True,F-C
3810,Donovan,Williams,,,11,2023,,,0,0,,,,,,88.0,True,G-F
337,Boban,Marjanovic,Crvena zvezda,Crvena zvezda/Serbia,14,2023,1988-08-15,Serbia,2015,6,7,3,2.21,290,131.5,51.0,True,C
527,Fred,VanVleet,Wichita State,Wichita State/USA,14,2023,1994-02-25,USA,2016,5,6,1,1.85,197,89.4,23.0,True,G
749,Dillon,Brooks,Oregon,Oregon/Canada,14,2023,1996-01-22,Canada,2017,4,6,7,2.01,225,102.1,24.0,True,G-F
979,Aaron,Holiday,UCLA,UCLA/USA,14,2023,1996-09-30,USA,2018,3,6,0,1.83,185,83.9,4.0,True,G
1485,Jock,Landale,,,14,2023,,,0,0,,,,,,11.0,True,C
2672,Nate,Hinton,Houston,Houston/USA,14,2023,1999-06-08,USA,2020,1,6,5,1.96,210,95.3,14.0,True,G-F
2810,Jalen,Green,NBA G League Ignite,NBA G League Ignite/USA,14,2023,2002-02-09,USA,2021,0,6,4,1.93,186,84.4,,True,G
2650,Jae'Sean,Tate,Ohio State,Ohio State/USA,14,2023,1995-10-28,USA,2020,1,6,4,1.93,230,104.3,8.0,True,F
2847,Alperen,Sengun,Besiktas,Besiktas/Turkey,14,2023,2002-07-25,Turkey,2021,0,6,10,2.08,243,110.2,28.0,True,C
3430,Darius,Days,,,14,2023,,,0,0,,,,,,,True,F
3489,Jabari,Smith Jr.,,,14,2023,,,0,0,,,,,,1.0,True,F
3435,Tari,Eason,,,14,2023,,,0,0,,,,,,17.0,True,F
3450,Trevor,Hudgins,,,14,2023,,,0,0,,,,,,12.0,True,G
3931,Jeenathan,Williams,,,14,2023,,,0,0,,,,,,49.0,True,G
3976,Matthew,Mayer,Illinois,,14,2023,,,0,0,6,,,225,,,True,F
3977,Amen,Thompson,,,14,2023,,,0,0,6,,,214,,,True,F
3978,Cam,Whitmore,Villanova,,14,2023,,,0,0,6,,,232,,,True,F
207,Jeff,Green,Georgetown,Georgetown/USA,14,2023,1986-08-28,USA,2007,13,6,8,2.03,235,106.6,32.0,True,F
869,Samardo,Samuels,,,14,2023,,,0,0,,,,,,6.0,True,F
82,Reggie,Bullock,North Carolina,North Carolina/USA,14,2023,1991-03-16,USA,2013,8,6,6,1.98,205,93.0,25.0,True,G-F
522,Myles,Turner,Texas,Texas/USA,15,2023,1996-03-24,USA,2015,6,6,11,2.11,250,113.4,33.0,True,C-F
236,Buddy,Hield,Oklahoma,Oklahoma/Bahamas,15,2023,1992-12-17,Bahamas,2016,5,6,4,1.93,220,99.8,24.0,True,G
886,Daniel,Theis,Brose Bamberg,Brose Bamberg/Germany,15,2023,1992-04-04,Germany,2017,4,6,9,2.06,245,111.1,27.0,True,F-C
944,Bruce,Brown,Miami,Miami/USA,15,2023,1996-08-15,USA,2018,3,6,4,1.93,202,91.6,11.0,True,G-F
3476,Andrew,Nembhard,,,15,2023,,,0,0,,,,,,2.0,True,G-F
2628,Jordan,Nwora,Louisville,Louisville/USA,15,2023,1998-09-09,USA,2020,1,6,8,2.03,225,102.1,13.0,True,F
2658,Obi,Toppin,Dayton,Dayton/USA,15,2023,1998-03-04,USA,2020,1,6,9,2.06,220,99.8,1.0,True,F
